Entity,Overall validity %,Number of triples,Subject validity %,Number of instances as a subject,Object validity %,Number of instances as a subject
Henry_the_Fowler,97,30,94,17,100,13
"Charles_IV,_Holy_Roman_Emperor",97,39,100,16,96,23
Charles_the_Bald,100,34,100,14,100,20
Frederick_Barbarossa,100,33,100,12,100,21
"Frederick_II,_Holy_Roman_Emperor",100,44,100,14,100,30
"Henry_IV,_Holy_Roman_Emperor",100,24,100,9,100,15
Otto_the_Great,100,32,100,13,100,19
"Sigismund,_Holy_Roman_Emperor",97,36,100,8,96,28
Lucrezia_Borgia,100,16,100,8,100,8
Pope_Alexander_VI,97,36,95,22,100,14
Pope_Boniface_VIII,100,13,100,8,100,5
Pope_Gregory_VII,95,20,89,9,100,11
Pope_Innocent_III,100,10,0,0,100,10
Bolesław_I_the_Brave,97,34,100,7,96,27
Władysław_II_Jagiełło,100,37,100,11,100,26
Mieszko_I,100,30,100,14,100,16
Alexander_Nevsky,100,14,100,4,100,10
Ivan_III_of_Russia,100,34,100,13,100,21
Sviatoslav_I,100,28,100,11,100,17
Vladimir_the_Great,97,38,100,18,95,20
Theodoric_the_Great,100,24,100,10,100,14
Afonso_I_of_Portugal,100,38,100,10,100,28
Cnut,100,31,100,11,100,20
Ferdinand_II_of_Aragon,100,33,100,5,100,28
Prince_Henry_the_Navigator,100,14,100,2,100,12
Isabella_I_of_Castile,93,29,100,12,88,17
Lothair_I,100,21,100,11,100,10
Atahualpa,100,14,100,4,100,10
Moctezuma_II,100,16,100,5,100,11
Sitting_Bull,90,31,100,15,81,16
Alexander_Hamilton,95,103,94,18,95,85
George_Washington,92,172,73,15,94,157
James_Madison,99,122,100,2,99,120
John_Adams,95,85,88,24,98,61
Thomas_Jefferson,92,156,100,23,91,133
Abbas_the_Great,100,41,100,11,100,30
Babur,91,69,100,17,88,52
Humayun,98,48,100,17,97,31
Oda_Nobunaga,94,71,91,32,97,39
Tokugawa_Ieyasu,86,77,82,28,88,49
Toyotomi_Hideyoshi,82,73,85,20,81,53
Akbar,98,54,100,19,97,35
Aurangzeb,94,68,100,18,92,50
Shah_Jahan,98,41,100,2,97,39
Mehmed_IV,100,35,100,11,100,24
Selim_I,98,48,100,16,97,32
Roxelana,100,20,100,12,100,8
Suleiman_the_Magnificent,97,75,100,19,96,56
Charles_I_of_England,95,57,100,17,92,40
Elizabeth_I,79,43,100,11,72,32
Henry_VIII,75,53,100,6,72,47
George_III,86,78,100,22,80,56
James_VI_and_I,84,56,100,18,76,38
Mary_I_of_England,95,22,100,11,91,11
"Mary,_Queen_of_Scots",96,25,100,9,94,16
Robert_Walpole,94,54,79,14,100,40
William_III_of_England,93,41,0,0,93,41
William_Pitt_the_Younger,96,91,73,15,100,76
Marie_Antoinette,84,25,100,11,71,14
Cardinal_Mazarin,100,20,100,13,100,7
Cardinal_Richelieu,71,24,67,9,73,15
Catherine_de'_Medici,100,25,100,12,100,13
Francis_I_of_France,100,36,100,12,100,24
Henry_IV_of_France,94,50,94,16,94,34
Louis_XIV,87,82,100,20,82,62
Louis_XV,96,54,100,19,94,35
Louis_XVI,90,39,100,13,85,26
"Charles_V,_Holy_Roman_Emperor",97,58,100,15,95,43
"Ferdinand_I,_Holy_Roman_Emperor",100,38,100,1,100,37
"Joseph_II,_Holy_Roman_Emperor",100,18,100,6,100,12
"Leopold_I,_Holy_Roman_Emperor",100,36,100,14,100,22
Maria_Theresa,92,36,100,5,90,31
"Maximilian_I,_Holy_Roman_Emperor",96,26,100,10,94,16
Pope_Clement_VII,100,13,0,0,100,13
Pope_Julius_II,100,18,100,11,100,7
John_III_Sobieski,100,39,100,11,100,28
Sigismund_III_Vasa,98,42,100,13,97,29
Catherine_the_Great,93,30,89,9,95,21
Elizabeth_of_Russia,94,17,100,8,89,9
Ivan_the_Terrible,100,50,100,16,100,34
Peter_the_Great,92,53,100,5,92,48
Charles_XII_of_Sweden,100,41,100,6,100,35
Christian_IV_of_Denmark,95,40,100,6,94,34
Frederick_the_Great,94,47,100,7,92,40
Philip_II_of_Spain,92,64,100,13,90,51
Philip_V_of_Spain,90,41,100,2,90,39
William_the_Silent,98,52,100,22,97,30
Bohdan_Khmelnytsky,97,30,90,10,100,20
Ivan_Mazepa,91,23,100,9,86,14
Haile_Selassie,90,40,0,0,90,40
Idi_Amin,96,74,100,11,95,63
Julius_Nyerere,95,43,87,15,100,28
Emir_Abdelkader,89,28,75,12,100,16
Anwar_Sadat,99,77,94,18,100,59
Gamal_Abdel_Nasser,99,91,93,14,100,77
Muammar_Gaddafi,95,104,85,20,98,84
Muhammad_Ali_of_Egypt,76,46,0,0,76,46
Cecil_Rhodes,91,32,100,13,84,19
Hastings_Banda,95,20,100,1,95,19
Mobutu_Sese_Seko,96,75,93,14,97,61
Nelson_Mandela,95,145,94,17,95,128
Robert_Mugabe,98,121,89,18,99,103
Shaka,92,12,100,4,88,8
Kofi_Annan,90,39,93,15,88,24
Kwame_Nkrumah,92,131,100,12,92,119
Léopold_Sédar_Senghor,91,23,89,9,93,14
Pedro_I_of_Brazil,100,38,100,17,100,21
Pedro_II_of_Brazil,96,27,0,0,96,27
Pierre_Trudeau,92,98,72,25,99,73
Daniel_Ortega,97,36,100,11,96,25
Fidel_Castro,92,88,86,21,94,67
Benito_Juárez,98,46,100,14,97,32
Porfirio_Díaz,98,63,100,11,98,52
Alfredo_Stroessner,93,15,100,7,88,8
Augusto_Pinochet,99,109,92,13,100,96
Eva_Perón,80,20,92,12,62,8
Hugo_Chávez,90,87,87,15,90,72
José_de_San_Martín,94,36,100,7,93,29
Salvador_Allende,99,83,94,18,100,65
Simón_Bolívar,89,79,89,9,89,70
George_W._Bush,96,198,86,14,97,184
Ulysses_S._Grant,97,154,94,16,98,138
Dwight_D._Eisenhower,96,144,90,21,97,123
Andrew_Jackson,88,125,64,14,91,111
Lyndon_B._Johnson,96,132,89,18,97,114
John_F._Kennedy,92,120,90,20,93,100
Abraham_Lincoln,95,146,75,12,96,134
Richard_Nixon,97,150,94,18,98,132
Barack_Obama,96,202,88,16,96,186
James_K._Polk,98,100,80,10,100,90
Ronald_Reagan,75,224,89,18,73,206
Eleanor_Roosevelt,94,49,89,18,97,31
Franklin_D._Roosevelt,94,155,86,22,95,133
Theodore_Roosevelt,94,140,88,17,95,123
Harry_S._Truman,96,112,92,13,97,99
Woodrow_Wilson,97,115,87,15,99,100
Empress_Dowager_Cixi,83,12,100,5,71,7
Zhou_Enlai,99,93,100,12,99,81
Hu_Jintao,100,57,100,12,100,45
Chiang_Kai-shek,98,146,92,13,98,133
Puyi,100,29,100,10,100,19
Deng_Xiaoping,96,56,94,16,98,40
Sun_Yat-sen,83,42,82,17,84,25
Mao_Zedong,96,89,91,22,97,67
Park_Chung_Hee,96,48,91,11,97,37
Hirohito,100,33,100,13,100,20
Kim_Il-sung,0,0,0,0,0,0
Emperor_Meiji,100,33,100,11,100,22
Eisaku_Satō,96,75,87,15,98,60
Heydar_Aliyev,100,86,100,14,100,72
Nursultan_Nazarbayev,96,114,91,11,97,103
Saparmurat_Niyazov,95,39,87,15,100,24
Mohammad_Reza_Pahlavi,98,53,100,1,98,52
B._R._Ambedkar,86,50,95,22,79,28
Indira_Gandhi,93,136,73,22,96,114
Jawaharlal_Nehru,90,124,75,12,91,112
Bangabandhu_Sheikh_Mujibar_Rahman,0,0,0,0,0,0
Corazon_Aquino,99,117,93,15,100,102
Ferdinand_Marcos,93,142,73,26,97,116
Ho_Chi_Minh,100,60,100,15,100,45
Mahathir_Mohamad,96,116,86,14,97,102
Pol_Pot,100,36,100,11,100,25
Suharto,96,92,92,13,96,79
Sukarno,97,117,93,28,98,89
Lee_Kuan_Yew,96,98,64,11,100,87
Benazir_Bhutto,95,104,84,19,98,85
Muhammad_Ali_Jinnah,82,51,79,19,84,32
Mustafa_Kemal_Atatürk,92,131,77,13,93,118
David_Ben-Gurion,94,54,100,15,92,39
Abdul_Hamid_II,96,75,100,33,93,42
Saddam_Hussein,97,160,95,20,97,140
Mahmud_II,100,33,0,0,100,33
Golda_Meir,89,28,79,14,100,14
Archduke_Franz_Ferdinand_of_Austria,100,13,100,6,100,7
"Francis_II,_Holy_Roman_Emperor",100,46,100,14,100,32
Franz_Joseph_I_of_Austria,96,46,100,10,94,36
Klemens_von_Metternich,94,16,91,11,100,5
Alexander_Dubček,100,18,100,12,100,6
Enver_Hoxha,94,77,78,23,100,54
Leonid_Kuchma,94,84,89,9,95,75
Josip_Broz_Tito,96,95,84,19,99,76
Józef_Piłsudski,95,64,92,12,96,52
Lech_Wałęsa,91,55,73,11,95,44
Nicolae_Ceaușescu,93,57,79,14,98,43
Slobodan_Milošević,98,46,90,10,100,36
Václav_Havel,98,44,93,14,100,30
Charles_de_Gaulle,97,104,100,12,97,92
François_Mitterrand,98,84,100,8,97,76
Louis_Philippe_I,100,27,100,5,100,22
Napoleon,91,92,100,2,91,90
Napoleon_III,93,46,100,7,92,39
Adolf_Hitler,87,231,93,15,87,216
Erich_Honecker,100,20,0,0,100,20
Willy_Brandt,96,51,0,0,96,51
Helmut_Kohl,99,86,93,15,100,71
Konrad_Adenauer,100,70,100,10,100,60
Otto_von_Bismarck,100,42,100,1,100,41
Joseph_Goebbels,93,54,90,21,94,33
Wilhelm_II,97,38,100,14,96,24
"William_I,_German_Emperor",100,23,100,7,100,16
Alexander_II_of_Russia,100,50,100,19,100,31
Boris_Yeltsin,97,106,93,14,98,92
Eduard_Shevardnadze,98,56,92,13,100,43
Joseph_Stalin,97,150,86,21,98,129
Leonid_Brezhnev,98,54,94,17,100,37
Mikhail_Gorbachev,92,63,85,13,94,50
Nicholas_I_of_Russia,98,41,100,7,97,34
Nicholas_II,100,62,100,11,100,51
Nikita_Khrushchev,99,77,94,16,100,61
Benjamin_Disraeli,99,117,100,20,99,97
Clement_Attlee,98,126,89,18,99,108
"Diana,_Princess_of_Wales",96,23,100,5,94,18
Elizabeth_II,87,175,100,11,87,164
Margaret_Thatcher,96,166,71,14,98,152
Queen_Victoria,76,71,100,7,73,64
William_Ewart_Gladstone,94,127,86,21,96,106
Winston_Churchill,95,196,83,24,97,172
"Robert_Baden-Powell,_1st_Baron_Baden-Powell",85,41,74,19,95,22
António_de_Oliveira_Salazar,96,45,90,10,97,35
Benito_Mussolini,96,161,96,23,96,138
"Camillo_Benso,_Count_of_Cavour",100,17,100,8,100,9
Carl_Gustaf_Emil_Mannerheim,94,47,86,21,100,26
Charles_XIV_John,100,50,100,7,100,43
Dag_Hammarskjöld,79,19,70,10,89,9
Francisco_Franco,96,114,93,15,97,99
Gro_Harlem_Brundtland,95,83,75,12,99,71
Juan_Carlos_I,97,34,100,12,95,22
Leopold_II_of_Belgium,95,22,100,11,91,11
Christian_Michelsen,96,54,100,13,95,41
Giuseppe_Garibaldi,91,46,100,12,88,34
Alcide_De_Gasperi,100,73,100,13,100,60
António_Guterres,100,97,100,7,100,90
Antipope,100,32,0,0,100,32
Xi_Jinping,97,99,87,15,99,84
Ursula_von_der_Leyen,92,38,83,12,96,26
Emmanuel_Macron,95,103,69,13,99,90
Olaf_Scholz,98,82,75,8,100,74
Narendra_Modi,96,134,75,12,98,122
Ali_Khamenei,96,161,80,15,98,146
Benjamin_Netanyahu,97,109,86,7,98,102
Vladimir_Putin,92,174,67,15,94,159
Mohammed_bin_Salman,78,45,100,3,76,42
Keir_Starmer,98,146,100,8,98,138
Donald_Trump,88,261,75,24,89,237
Flavius_Aetius,56,59,64,25,50,34
Pompey,51,89,52,23,50,66
Scipio_Africanus,89,27,85,13,93,14
Sulla,90,30,80,10,95,20
Prince_Eugene_of_Savoy,100,34,100,2,100,32
Alexander_Suvorov,96,50,75,8,100,42
Carl_von_Clausewitz,94,16,92,12,100,4
T._E._Lawrence,95,22,91,11,100,11
Robert_E._Lee,94,69,60,5,97,64
George_C._Marshall,96,26,94,16,100,10
Douglas_MacArthur,95,81,75,12,99,69
"Horatio_Nelson,_1st_Viscount_Nelson",94,48,90,10,95,38
Erwin_Rommel,98,44,100,15,97,29
Võ_Nguyên_Giáp,100,48,100,11,100,37
"Arthur_Wellesley,_1st_Duke_of_Wellington",93,162,55,20,99,142
Georgy_Zhukov,93,58,88,16,95,42
Steve_Biko,56,45,68,31,29,14
Thomas_Sankara,100,29,100,12,100,17
Yasser_Arafat,96,67,91,11,96,56
Aung_San_Suu_Kyi,92,52,88,16,94,36
Mahatma_Gandhi,67,131,67,45,67,86
Ruhollah_Khomeini,93,91,87,15,95,76
Osama_bin_Laden,89,57,83,18,92,39
Joan_of_Arc,100,28,100,11,100,17
Oliver_Cromwell,90,62,78,9,92,53
Georges_Danton,88,17,85,13,100,4
Vladimir_Lenin,96,135,90,21,96,114
Vasil_Levski,67,33,67,33,0,0
Florence_Nightingale,81,26,80,15,82,11
Emilia_Plater,100,7,100,6,100,1
Gavrilo_Princip,92,13,90,10,100,3
Maximilien_Robespierre,86,22,73,11,100,11
Spartacus,88,8,100,3,80,5
Mother_Teresa,73,30,83,18,58,12
Leon_Trotsky,97,75,88,17,100,58
William_Wallace,86,14,67,6,100,8
Simon_Wiesenthal,76,33,83,23,60,10
Clara_Zetkin,92,24,95,19,80,5
Che_Guevara,92,37,82,17,100,20
Pancho_Villa,81,32,100,6,77,26
Susan_B._Anthony,89,27,100,15,75,12
Emma_Goldman,95,22,100,12,90,10
Mother_Jones,64,25,64,25,0,0
Helen_Keller,76,17,89,9,62,8
Martin_Luther_King_Jr.,89,57,92,24,88,33
Rosa_Parks,69,35,70,27,62,8
Sojourner_Truth,54,13,54,13,0,0
Harriet_Tubman,52,31,48,27,75,4
Malcolm_X,62,63,73,33,50,30
Al-Biruni,100,2,0,0,100,2
Archimedes,78,23,72,18,100,5
Apollonius_of_Perga,80,5,80,5,0,0
Archytas,89,9,89,9,0,0
Aryabhata,0,0,0,0,0,0
Cai_Lun,64,11,64,11,0,0
Diophantus,100,4,100,4,0,0
Eratosthenes,77,13,77,13,0,0
Euclid,81,16,91,11,60,5
Eudoxus_of_Cnidus,100,1,0,0,100,1
Hipparchus,68,19,68,19,0,0
Hippocrates,62,13,64,11,50,2
Hypatia,86,14,92,13,0,1
Ptolemy,58,12,50,8,75,4
Pythagoras,83,18,87,15,67,3
Su_Song,86,7,86,7,0,0
Ibn_al-Haytham,67,9,62,8,100,1
Bhāskara_II,100,1,0,0,100,1
Al-Khwarizmi,67,3,0,0,67,3
Nasir_al-Din_al-Tusi,100,6,100,3,100,3
Avicenna,86,28,89,18,80,10
Brahmagupta,73,11,73,11,0,0
Fibonacci,84,25,84,25,0,0
Geber,0,0,0,0,0,0
William_Gilbert,0,0,0,0,0,0
Abu_Bakr_al-Razi,100,13,100,12,100,1
Seki_Takakazu,86,7,86,7,0,0
Tycho_Brahe,71,35,74,23,67,12
Nicolaus_Copernicus,83,24,82,11,85,13
Subrahmanyan_Chandrasekhar,87,71,84,56,100,15
Galileo_Galilei,81,36,62,16,95,20
Edmond_Halley,64,11,56,9,100,2
William_Herschel,82,17,83,12,80,5
Edwin_Hubble,76,21,74,19,100,2
Johannes_Kepler,76,21,69,13,88,8
Ole_Rømer,82,17,88,16,0,1
Carl_Sagan,77,64,71,38,85,26
Robert_Hooke,91,32,96,27,60,5
Christiaan_Huygens,100,39,100,33,100,6
Mikhail_Lomonosov,36,22,40,20,0,2
Isaac_Newton,86,57,79,38,100,19
André-Marie_Ampère,89,19,89,18,100,1
Amedeo_Avogadro,83,12,83,12,0,0
Johann_Jakob_Balmer,89,9,89,9,0,0
Lord_Kelvin,84,19,90,10,78,9
Henri_Becquerel,86,21,84,19,100,2
Hans_Bethe,97,29,100,10,95,19
Niels_Bohr,90,79,87,63,100,16
Ludwig_Boltzmann,88,43,85,34,100,9
Max_Born,96,90,93,60,100,30
William_Henry_Bragg,94,16,88,8,100,8
Henry_Cavendish,82,11,82,11,0,0
James_Chadwick,87,15,71,7,100,8
Steven_Chu,91,23,90,10,92,13
Marie_Curie,92,40,90,20,95,20
Pierre_Curie,93,29,91,22,100,7
John_Dalton,100,10,100,9,100,1
James_Dewar,71,7,71,7,0,0
Johannes_Diderik_van_der_Waals,88,16,85,13,100,3
Paul_Dirac,82,45,80,40,100,5
Albert_Einstein,94,47,85,13,97,34
Michael_Faraday,91,22,90,20,100,2
Enrico_Fermi,93,30,89,9,95,21
Richard_Feynman,93,46,88,25,100,21
Léon_Foucault,95,21,95,20,100,1
Augustin-Jean_Fresnel,89,9,83,6,100,3
Stephen_Hawking,77,74,79,42,75,32
Werner_Heisenberg,99,70,98,48,100,22
James_Prescott_Joule,90,10,86,7,100,3
Gustav_Kirchhoff,89,44,84,32,100,12
Lev_Landau,93,88,92,73,100,15
Ernest_Lawrence,81,16,100,6,70,10
Hendrik_Lorentz,91,34,89,28,100,6
Ernst_Mach,97,36,97,31,100,5
James_Clerk_Maxwell,88,17,75,8,100,9
Lise_Meitner,85,40,83,29,91,11
Albert_A._Michelson,86,28,85,26,100,2
Robert_Andrews_Millikan,100,18,100,5,100,13
Pieter_van_Musschenbroek,71,17,69,16,100,1
Georg_Ohm,93,15,93,15,0,0
J._Robert_Oppenheimer,75,32,73,11,76,21
Wolfgang_Pauli,89,64,84,44,100,20
Max_Planck,94,69,93,55,100,14
C._V._Raman,82,34,84,25,78,9
Wilhelm_Röntgen,92,36,89,28,100,8
Andrei_Sakharov,89,28,92,25,67,3
Erwin_Schrödinger,85,40,83,35,100,5
Arnold_Sommerfeld,92,99,89,72,100,27
G._I._Taylor,90,52,89,47,100,5
Edward_Teller,89,18,91,11,86,7
J._J._Thomson,87,31,70,10,95,21
Thomas_Young,0,0,0,0,0,0
Yakov_Zeldovich,90,58,89,54,100,4
Hans_Christian_Ørsted,100,14,100,13,100,1
Murray_Gell-Mann_,0,0,0,0,0,0
Wallace_Carothers,90,10,89,9,100,1
George_FitzGerald,0,0,0,0,0,0
Victor_Francis_Hess,100,1,0,0,100,1
Gerard_'t_Hooft,82,11,78,9,100,2
Alfred_Kastler,93,14,92,13,100,1
Philipp_Lenard,86,29,83,24,100,5
Osborne_Reynolds,81,16,81,16,0,0
Johannes_Rydberg,90,10,89,9,100,1
Michael_Servetus,100,2,0,0,100,2
Josef_Stefan,87,31,88,25,83,6
John_Hasbrouck_Van_Vleck,95,43,94,31,100,12
Eugene_Wigner,95,22,89,9,100,13
Robert_Wilson,0,0,0,0,0,0
Svante_Arrhenius,79,14,70,10,100,4
Jöns_Jacob_Berzelius,91,34,90,29,100,5
Humphry_Davy,96,28,96,26,100,2
Robert_Boyle,82,22,76,17,100,5
Peter_Debye,91,22,88,17,100,5
Joseph_Louis_Gay-Lussac,78,18,78,18,0,0
Josiah_Willard_Gibbs,92,61,91,57,100,4
Otto_Hahn,93,30,91,23,100,7
Jacobus_Henricus_van_'t_Hoff,83,36,81,31,100,5
Dorothy_Hodgkin,86,44,82,28,94,16
Antoine_Lavoisier,96,24,96,23,100,1
Justus_von_Liebig,91,33,77,13,100,20
Dmitri_Mendeleev,71,7,80,5,50,2
Joseph_Priestley,82,51,90,41,50,10
Tadeusz_Reichstein,85,20,83,18,100,2
Ernest_Rutherford,100,32,0,0,100,32
Frederick_Soddy,78,23,77,22,100,1
Linus_Pauling,98,54,100,28,96,26
Gilbert_Lewis,0,0,0,0,0,0
Fritz_Haber,92,12,88,8,100,4
Frederick_Sanger,96,23,94,16,100,7
Vladimir_Vernadsky,71,21,65,17,100,4
Robert_Burns_Woodward,89,47,85,33,100,14
Carl_Bosch,81,21,83,18,67,3
Norman_Borlaug,62,26,61,23,67,3
Santiago_Ramón_y_Cajal,87,31,86,29,100,2
Francis_Crick,82,38,80,35,100,3
Thomas_Henry_Huxley,83,30,75,20,100,10
Jean-Baptiste_Lamarck,100,13,0,0,100,13
Antonie_van_Leeuwenhoek,100,6,100,6,0,0
Carl_Linnaeus,90,68,67,21,100,47
Konrad_Lorenz,90,21,83,12,100,9
Gregor_Mendel,86,14,83,12,100,2
Alfred_Russel_Wallace,82,17,81,16,100,1
James_Watson,92,39,89,27,100,12
Claude_Bernard,85,13,80,10,100,3
Casimir_Funk,80,10,80,10,0,0
William_Harvey,80,15,82,11,75,4
Robert_Koch,89,28,93,27,0,1
Paracelsus,97,29,96,26,100,3
Louis_Pasteur,78,49,80,44,60,5
Jonas_Salk,89,18,86,14,100,4
Andreas_Vesalius,95,19,93,14,100,5
John_James_Audubon,88,16,78,9,100,7
"Georges-Louis_Leclerc,_Comte_de_Buffon",93,15,92,12,100,3
Sadi_Carnot,0,0,0,0,0,0
Rachel_Carson,86,22,94,16,67,6
Jacques_Cousteau,47,85,62,37,35,48
Charles_Darwin,97,77,94,16,98,61
Alexander_Fleming,86,14,85,13,100,1
Galen,56,9,50,6,67,3
Ernst_Haeckel,88,17,86,14,100,3
Edward_Jenner,88,8,88,8,0,0
Richard_Leakey,92,13,100,9,75,4
John_Logie_Baird,91,11,100,10,0,1
John_Bardeen,85,33,81,26,100,7
Georg_Bednorz,86,14,85,13,100,1
Alexander_Graham_Bell,59,83,70,53,40,30
Carl_Benz,59,32,100,15,24,17
Emile_Berliner,56,39,69,29,20,10
Gerd_Binnig,81,16,80,15,100,1
Wernher_von_Braun,69,55,81,37,44,18
David_Brewster,88,8,100,6,50,2
Wright_brothers,85,13,100,3,80,10
Nolan_Bushnell,59,22,67,12,50,10
Josephine_Cochrane,100,10,100,10,0,0
Christopher_Cockerell,100,15,100,11,100,4
Samuel_Crompton,63,27,63,27,0,0
Louis_Daguerre,100,9,100,8,100,1
Raymond_Damadian,100,10,100,10,0,0
Rudolf_Diesel,90,10,88,8,100,2
George_Eastman,44,25,73,15,0,10
Thomas_Edison,41,121,72,53,18,68
Leo_Fender,72,29,90,21,25,8
Lee_de_Forest,52,52,71,31,24,21
Benjamin_Franklin,95,62,93,14,96,48
Robert_Fulton,71,45,76,33,58,12
Gordon_Gould,92,12,91,11,100,1
Wilson_Greatbatch,74,19,74,19,0,0
Johannes_Gutenberg,79,29,78,27,100,2
Elias_Howe,89,9,89,9,0,0
Joseph_Marie_Jacquard,70,27,76,25,0,2
Robert_Jarvik,72,29,76,25,50,4
Philippe_Kahn,39,31,41,17,36,14
John_G._Kemeny,100,14,100,8,100,6
Jack_Kilby,0,0,0,0,0,0
Stephanie_Kwolek,56,16,56,16,0,0
Jaron_Lanier,49,53,53,45,25,8
Ignacy_Łukasiewicz,67,21,67,21,0,0
Guglielmo_Marconi,69,13,100,8,20,5
Cyrus_McCormick,68,37,74,23,57,14
Robert_Metcalfe,83,6,100,3,67,3
Samuel_Morse,66,35,76,21,50,14
Alfred_Nobel,75,4,0,0,75,4
Robert_Noyce,80,41,84,37,50,4
Charles_Algernon_Parsons,76,17,82,11,67,6
Roy_J._Plunkett,75,8,75,8,0,0
William_Shockley,80,25,85,20,60,5
Alan_Shugart,81,27,87,23,50,4
Isaac_Singer,92,12,100,8,75,4
Nikola_Tesla,75,12,86,7,60,5
Alessandro_Volta,100,12,100,12,0,0
Ernest_Walton,81,21,79,19,100,2
James_Watt,95,19,94,17,100,2
Wilhelm_Eduard_Weber,93,27,91,22,100,5
Eli_Whitney,92,13,100,8,80,5
Charles_Wilson,0,0,0,0,0,0
Daniel_Bernoulli,84,19,81,16,100,3
Jacob_Bernoulli,94,32,93,30,100,2
Bonaventura_Cavalieri,93,15,92,13,100,2
Jean_le_Rond_d'Alembert,100,5,100,1,100,4
Leonhard_Euler,89,19,86,14,100,5
Pierre_de_Fermat,84,19,89,18,0,1
Gottfried_Wilhelm_Leibniz,99,123,99,89,100,34
Blaise_Pascal,90,21,89,9,92,12
Niels_Henrik_Abel,97,31,97,30,100,1
Vladimir_Arnold,91,43,88,34,100,9
Stefan_Banach,88,32,93,28,50,4
Isaac_Barrow,91,11,86,7,100,4
George_Boole,93,15,92,13,100,2
Georg_Cantor,95,19,93,15,100,4
Élie_Cartan,89,35,87,30,100,5
Augustin-Louis_Cauchy,91,22,89,19,100,3
Richard_Dedekind,91,22,90,20,100,2
Peter_Gustav_Lejeune_Dirichlet,94,36,94,32,100,4
Ronald_Fisher,93,76,92,65,100,11
Joseph_Fourier,94,18,93,14,100,4
Évariste_Galois,92,12,92,12,0,0
Carl_Friedrich_Gauss,96,46,94,31,100,15
Alexander_Grothendieck,87,30,77,13,94,17
Kurt_Gödel,85,40,86,36,75,4
Jacques_Hadamard,88,24,84,19,100,5
William_Hamilton,0,0,0,0,0,0
G._H._Hardy,93,60,90,42,100,18
Charles_Hermite,95,37,93,29,100,8
David_Hilbert,95,102,92,64,100,38
Carl_Gustav_Jacob_Jacobi,94,36,93,29,100,7
Felix_Klein,95,44,90,21,100,23
Andrey_Kolmogorov,93,60,90,41,100,19
Joseph-Louis_Lagrange,100,13,100,7,100,6
Pierre-Simon_Laplace,94,54,94,49,100,5
Nikolai_Lobachevsky,82,11,78,9,100,2
Benoit_Mandelbrot,67,3,0,0,67,3
Pierre_Louis_Maupertuis,56,16,50,14,100,2
Hermann_Minkowski,85,20,82,17,100,3
Gaspard_Monge,100,20,100,14,100,6
John_von_Neumann,95,20,100,6,93,14
Emmy_Noether,90,31,88,26,100,5
Grigori_Perelman,89,9,86,7,100,2
Henri_Poincaré,85,34,81,27,100,7
Jean-Victor_Poncelet,79,19,76,17,100,2
Srinivasa_Ramanujan,97,34,97,31,100,3
Bernhard_Riemann,100,6,100,1,100,5
Jim_Simons,59,39,72,25,36,14
Karl_Weierstrass,97,65,98,42,96,23
Hermann_Weyl,85,33,81,26,100,7
John_Vincent_Atanasoff,88,16,83,12,100,4
Charles_Babbage,94,17,90,10,100,7
Tim_Berners-Lee,79,19,100,9,60,10
Dan_Bricklin,82,11,100,8,33,3
Seymour_Cray,64,14,70,10,50,4
Ward_Cunningham,70,23,87,15,38,8
Edsger_W._Dijkstra,83,24,85,20,75,4
Douglas_Engelbart,83,6,100,5,0,1
Herman_Hollerith,67,9,86,7,0,2
Gary_Kildall,55,49,74,35,7,14
Donald_Knuth,88,40,92,24,81,16
Ada_Lovelace,88,26,86,14,92,12
Dennis_Ritchie,87,46,87,23,87,23
Richard_Stallman,60,57,90,31,23,26
Linus_Torvalds,61,41,76,25,38,16
Alan_Turing,77,35,75,24,82,11
Niklaus_Wirth,87,31,89,18,85,13
Steve_Wozniak,51,55,76,25,30,30
Konrad_Zuse,57,14,100,7,14,7
Christiane_Amanpour,58,33,63,19,50,14
Robert_Fisk,57,37,68,25,33,12
John_Pilger,39,85,80,15,30,70
Anna_Politkovskaya,70,27,76,21,50,6
Arun_Shourie,96,24,94,18,100,6
Ed_Bradley,78,23,78,23,0,0
Tom_Brokaw,70,27,86,21,17,6
Walter_Cronkite,92,24,100,11,85,13
Hedda_Hopper,21,129,81,31,2,98
David_McCullough,94,31,100,11,90,20
Edward_R._Murrow,43,61,84,25,14,36
Joseph_Pulitzer,76,17,100,9,50,8
Dan_Rather,48,25,85,13,8,12
Geraldo_Rivera,52,29,92,13,19,16
Ed_Sullivan,53,43,100,15,29,28
Mike_Wallace,59,49,78,27,36,22
Barbara_Walters,60,45,80,25,35,20
Walter_Winchell,51,35,76,17,28,18
Oprah_Winfrey,53,83,0,0,53,83
Bob_Woodward,56,57,76,17,48,40
Roger_Bannister,73,11,67,9,100,2
Usain_Bolt,73,22,73,11,73,11
Bob_Beamon,71,7,67,6,100,1
Sergey_Bubka,80,10,75,8,100,2
Sebastian_Coe,96,24,88,8,100,16
Dick_Fosbury,70,10,67,9,100,1
Haile_Gebrselassie,53,15,56,9,50,6
Stefka_Kostadinova,75,8,67,6,100,2
Jackie_Joyner-Kersee,83,12,67,6,100,6
Rafer_Johnson,53,17,78,9,25,8
Yelena_Isinbayeva,86,14,82,11,100,3
Carl_Lewis,65,20,57,7,69,13
Kipchoge_Keino,80,10,67,6,100,4
