Entity,Overall validity %,Number of triples,Subject validity %,Number of instances as a subject,Object validity %,Number of instances as a subject
Bobby_Morrow,82,11,78,9,100,2
Edwin_Moses,67,12,57,7,80,5
Paavo_Nurmi,91,22,80,10,100,12
Jesse_Owens,79,14,78,9,80,5
Wilma_Rudolph,77,13,67,9,100,4
Jim_Thorpe,76,21,75,8,77,13
Babe_Didrikson_Zaharias,65,17,50,10,86,7
Emil_Zátopek,81,16,73,11,100,5
Jean-Claude_Killy,37,19,29,14,60,5
Hermann_Maier,50,18,36,14,100,4
Annemarie_Moser-Pröll,89,9,83,6,100,3
Ingemar_Stenmark,78,9,67,6,100,3
Lindsey_Vonn,35,31,14,22,89,9
Jim_Brown,22,40,100,7,6,33
O._J._Simpson,50,32,86,14,22,18
Jerry_Rice,85,13,91,11,50,2
Lin_Dan,100,2,0,0,100,2
Peter_Gade,67,6,50,4,100,2
Kareem_Abdul-Jabbar,45,55,49,41,36,14
Sergei_Belov,48,31,48,31,0,0
Larry_Bird,49,43,50,42,0,1
Wilt_Chamberlain,46,41,46,39,50,2
Tim_Duncan,48,46,48,46,0,0
Magic_Johnson,39,49,43,35,29,14
Michael_Jordan,47,59,48,48,45,11
Dražen_Petrović,44,39,44,39,0,0
Bill_Russell,51,41,51,41,0,0
Arvydas_Sabonis,40,43,40,42,0,1
Hank_Aaron,80,10,100,6,50,4
Ty_Cobb,78,9,88,8,0,1
Lou_Gehrig,90,10,100,8,50,2
Willie_Mays,67,9,86,7,0,2
Jackie_Robinson,70,10,83,6,50,4
Babe_Ruth,75,16,100,8,50,8
Ole_Einar_Bjørndalen,100,14,0,0,100,14
Jacques_Anquetil,78,9,75,8,100,1
Gino_Bartali,100,7,100,5,100,2
Fausto_Coppi,75,8,75,8,0,0
Bernard_Hinault,67,6,67,6,0,0
Miguel_Induráin,71,7,71,7,0,0
Eddy_Merckx,62,8,67,6,50,2
Muhammad_Ali,51,115,58,55,45,60
Henry_Armstrong,67,6,80,5,0,1
Jack_Dempsey,50,10,80,5,20,5
Rocky_Marciano,100,1,100,1,0,0
Joe_Louis,70,10,86,7,33,3
Ingemar_Johansson,78,9,86,7,50,2
Sugar_Ray_Robinson,75,8,83,6,50,2
Sugar_Ray_Leonard,62,8,75,4,50,4
Bobby_Fischer,82,11,100,5,67,6
Garry_Kasparov,83,12,100,4,75,8
Don_Bradman,86,7,83,6,100,1
W._G._Grace,80,10,89,9,0,1
Sachin_Tendulkar,67,12,60,5,71,7
Reiner_Klimke,88,16,75,8,100,8
Luciana_Aymar,0,0,0,0,0,0
Dhyan_Chand,100,8,100,8,0,0
Yuzuru_Hanyu,52,29,52,25,50,4
Sonja_Henie,40,20,100,1,37,19
Michelle_Kwan,78,9,83,6,67,3
Tara_Lipinski,60,15,73,11,25,4
Scott_Moir,97,34,93,15,100,19
Axel_Paulsen,100,3,100,3,0,0
Irina_Rodnina,96,24,91,11,100,13
Ben_Hogan,84,19,62,8,100,11
Robert_Jones,0,0,0,0,0,0
Jack_Nicklaus,3,32,0,0,3,32
Arnold_Palmer,81,27,67,12,93,15
Gary_Player,84,32,38,8,100,24
Annika_Sörenstam,73,22,38,8,93,14
Lee_Trevino,63,19,45,11,88,8
Tiger_Woods,90,63,75,16,96,47
Nadia_Comăneci,85,13,60,5,100,8
Sawao_Katō,93,14,75,4,100,10
Olga_Korbut,100,11,100,5,100,6
Larisa_Latynina,95,21,83,6,100,15
Li_Ning,82,11,83,6,80,5
Lilia_Podkopayeva,89,9,83,6,100,3
Vitaly_Scherbo,93,14,75,4,100,10
Ludmilla_Tourischeva,94,18,88,8,100,10
Anja_Andersen,75,4,75,4,0,0
Ivano_Balić,83,6,83,6,0,0
Ihor_Turchyn,100,5,100,5,0,0
Wayne_Gretzky,73,26,88,16,50,10
Valeri_Kharlamov,94,17,94,17,0,0
Gordie_Howe,93,14,92,12,100,2
Bobby_Hull,86,14,85,13,100,1
Mario_Lemieux,88,17,94,16,0,1
Sergei_Makarov,0,0,0,0,0,0
Bobby_Orr,86,14,92,12,50,2
Maurice_Richard,92,13,92,13,0,0
Vladislav_Tretiak,94,17,94,16,100,1
Mario_Andretti,62,102,100,12,57,90
Juan_Manuel_Fangio,88,172,100,9,88,163
Alain_Prost,97,188,83,6,97,182
Michael_Schumacher,98,230,83,12,99,218
Ayrton_Senna,94,177,81,16,96,161
Jackie_Stewart,93,128,86,7,93,121
Bjørn_Dæhlie,94,17,80,5,100,12
Matti_Nykänen,91,11,83,6,100,5
Ben_Ainslie,100,8,100,3,100,5
Paul_Elvstrøm,100,5,100,1,100,4
Franz_Beckenbauer,34,41,42,19,27,22
David_Beckham,27,83,56,25,14,58
Gianluigi_Buffon,12,32,31,13,0,19
Iker_Casillas,19,26,29,14,8,12
Bobby_Charlton,29,24,33,21,0,3
Johan_Cruyff,19,36,37,19,0,17
Alfredo_Di_Stéfano,16,44,26,27,0,17
Eusébio,33,21,35,20,0,1
Alex_Ferguson,8,61,16,19,5,42
Garrincha,39,18,39,18,0,0
Mia_Hamm,45,11,56,9,0,2
Diego_Maradona,20,49,27,26,13,23
Lionel_Messi,21,39,31,16,13,23
Gerd_Müller,33,21,50,14,0,7
Michel_Platini,55,20,62,8,50,12
Ferenc_Puskás,22,36,33,24,0,12
Ronaldo,0,0,0,0,0,0
Cristiano_Ronaldo,22,40,25,20,20,20
Pelé,32,71,49,39,12,32
Marco_van_Basten,15,26,24,17,0,9
Lev_Yashin,57,14,57,14,0,0
Zinedine_Zidane,11,36,27,15,0,21
Bonnie_Blair,85,13,71,7,100,6
Eric_Heiden,77,13,71,7,83,6
Johann_Olav_Koss,80,15,75,8,86,7
Mark_Spitz,80,15,70,10,100,5
Michael_Phelps,97,35,83,6,100,29
Greg_Louganis,71,14,60,5,78,9
Jan-Ove_Waldner,100,6,100,4,100,2
Andre_Agassi,95,65,86,7,97,58
Björn_Borg,97,64,88,8,98,56
Margaret_Court,99,129,86,7,100,122
Novak_Djokovic,97,69,92,12,98,57
Chris_Evert,98,129,88,8,98,121
Roger_Federer,97,68,88,8,98,60
Steffi_Graf,99,106,89,9,100,97
Billie_Jean_King,7,157,80,10,2,147
Rod_Laver,97,89,62,8,100,81
Suzanne_Lenglen,97,39,80,5,100,34
John_McEnroe,97,119,90,10,97,109
Rafael_Nadal,95,75,69,13,100,62
Martina_Navratilova,99,192,88,8,99,184
Pete_Sampras,98,63,90,10,100,53
Bill_Tilden,100,30,100,6,100,24
Serena_Williams,93,112,88,8,93,104
Karch_Kiraly,56,9,50,8,100,1
Sepp_Blatter,86,14,83,6,88,8
Pierre_de_Coubertin,100,13,100,8,100,5
Juan_Antonio_Samaranch,100,17,100,12,100,5
Philosophy,67,386,0,0,67,386
Philosophy_of_language,95,56,0,0,95,56
Philosophy_of_mathematics,89,65,0,0,89,65
Philosophy_of_science,74,128,0,0,74,128
Political_philosophy,79,209,0,0,79,209
Social_philosophy,96,72,0,0,96,72
Theory,12,26,0,0,12,26
Pre-Socratic_philosophy,100,25,0,0,100,25
Ancient_philosophy,96,89,0,0,96,89
Ancient_Greek_philosophy,76,70,0,0,76,70
Medieval_philosophy,100,67,0,0,100,67
Renaissance_philosophy,100,35,0,0,100,35
Modern_philosophy,98,51,0,0,98,51
Contemporary_philosophy,91,67,0,0,91,67
Eastern_philosophy,26,23,0,0,26,23
Indian_philosophy,46,28,0,0,46,28
Vedanta,70,10,0,0,70,10
Chinese_philosophy,33,36,0,0,33,36
Islamic_philosophy,51,78,0,0,51,78
Western_philosophy,30,73,0,0,30,73
German_philosophy,40,20,0,0,40,20
American_philosophy,17,23,0,0,17,23
Metaphysics,76,92,0,0,76,92
Abstraction,95,19,0,0,95,19
Existence,100,6,0,0,100,6
Nothing,100,3,0,0,100,3
Ontology,86,71,0,0,86,71
Reality,0,25,0,0,0,25
Determinism,88,8,0,0,88,8
Causality,82,11,0,0,82,11
Philosophy_of_mind,86,76,0,0,86,76
Spirituality,60,96,0,0,60,96
Soul,50,2,0,0,50,2
Pseudoscience,86,21,0,0,86,21
Parapsychology,15,80,100,1,14,79
Supernatural,7,56,0,0,7,56
Mysticism,66,73,0,0,66,73
Magic_(supernatural),59,22,0,0,59,22
Astrology,33,48,0,0,33,48
Occult,41,78,0,0,41,78
Continental_philosophy,93,88,0,0,93,88
Existentialism,82,97,0,0,82,97
Humanism,25,119,0,0,25,119
Logical_positivism,100,13,0,0,100,13
Modernism,71,147,0,0,71,147
Positivism,62,24,0,0,62,24
Postmodernism,66,181,0,0,66,181
Romanticism,45,132,0,0,45,132
Skepticism,66,32,0,0,66,32
Stoicism,95,21,0,0,95,21
Structuralism,82,22,0,0,82,22
Analytic_philosophy,93,70,0,0,93,70
Phenomenology_(philosophy),98,109,0,0,98,109
Thomism,95,38,0,0,95,38
Paradigm,50,2,0,0,50,2
Reductionism,100,3,0,0,100,3
Nihilism,95,20,0,0,95,20
Relativism,100,8,0,0,100,8
Empiricism,100,16,0,0,100,16
Naturalism_(philosophy),93,15,0,0,93,15
Pragmatism,99,80,0,0,99,80
Rationalism,74,38,0,0,74,38
Dualism,0,0,0,0,0,0
Idealism,83,12,0,0,83,12
Materialism,100,22,0,0,100,22
Monism,100,5,0,0,100,5
Absolute_(philosophy),100,3,0,0,100,3
Logic,60,122,0,0,60,122
Paradox,100,2,0,0,100,2
Inference,0,4,0,0,0,4
Philosophical_logic,100,36,0,0,100,36
Reason,100,4,0,0,100,4
Epistemology,79,96,0,0,79,96
Common_sense,100,3,0,0,100,3
Experience,100,2,0,0,100,2
Fact,100,2,0,0,100,2
Knowledge,100,5,0,0,100,5
Occam's_razor,0,0,0,0,0,0
Opinion,20,5,0,0,20,5
Truth,100,10,0,0,100,10
Wisdom,75,4,0,0,75,4
Dialectic,100,19,0,0,100,19
Argument,50,6,0,0,50,6
Hypothesis,0,0,0,0,0,0
Ethics,82,165,0,0,82,165
Applied_ethics,97,32,0,0,97,32
Metaethics,100,27,0,0,100,27
Normative_ethics,100,16,0,0,100,16
Deontology,100,3,0,0,100,3
Utilitarianism,87,23,0,0,87,23
Conscience,0,1,0,0,0,1
Duty,100,1,0,0,100,1
Free_will,100,16,0,0,100,16
Good,0,0,0,0,0,0
Liberty,83,6,0,0,83,6
Morality,90,20,0,0,90,20
Virtue,100,4,0,0,100,4
Aesthetics,76,116,0,0,76,116
Beauty,71,31,0,0,71,31
Mimesis,100,1,0,0,100,1
Sublime_(philosophy),100,1,0,0,100,1
Science,70,228,0,0,70,228
Experiment,80,5,0,0,80,5
Laboratory,93,14,0,0,93,14
Laboratory_equipment,100,4,0,0,100,4
Nature,26,58,0,0,26,58
Observation,60,5,0,0,60,5
Research,76,220,0,0,76,220
Scientific_method,82,11,0,0,82,11
Scientific_theory,0,0,0,0,0,0
Scientist,84,96,0,0,84,96
Quantum_computing,56,73,0,0,56,73
Byte,0,0,0,0,0,0
Bit,0,0,0,0,0,0
Baud,0,0,0,0,0,0
Degree_(angle),0,0,0,0,0,0
Radian,0,0,0,0,0,0
Steradian,0,0,0,0,0,0
Astronomy,59,190,0,0,59,190
Astrobiology,41,46,0,0,41,46
Extinction_(astronomy),0,0,0,0,0,0
Extraterrestrial_life,21,14,0,0,21,14
Magnitude_(astronomy),0,0,0,0,0,0
Space,94,18,0,0,94,18
Geocentric_model,0,0,0,0,0,0
Heliocentrism,100,3,0,0,100,3
Astrophysics,32,148,0,0,32,148
Precession,0,0,0,0,0,0
Event_horizon,100,1,0,0,100,1
Van_Allen_radiation_belt,100,3,0,0,100,3
Tunguska_event,100,2,0,0,100,2
Apsis,0,0,0,0,0,0
Orbital_period,0,0,0,0,0,0
Semi-major_and_semi-minor_axes,0,0,0,0,0,0
Gravitational_lens,33,3,0,0,33,3
Astronomical_unit,0,0,0,0,0,0
Light-year,0,3,0,0,0,3
Parsec,0,0,0,0,0,0
Absolute_magnitude,0,0,0,0,0,0
Apparent_magnitude,0,0,0,0,0,0
Observatory,80,15,0,0,80,15
Asteroid,100,19,0,0,100,19
Comet,64,25,0,0,64,25
Exoplanet,54,35,0,0,54,35
Minor_planet,100,5,0,0,100,5
Planet,50,2,0,0,50,2
Dwarf_planet,100,2,0,0,100,2
Gas_giant,0,0,0,0,0,0
Terrestrial_planet,0,0,0,0,0,0
Photometry_(astronomy),70,10,0,0,70,10
Astrolabe,0,0,0,0,0,0
Sundial,0,0,0,0,0,0
Atacama_Large_Millimeter_Array,0,3,0,0,0,3
Great_Observatories_program,0,0,0,0,0,0
Herschel_Space_Observatory,92,13,91,11,100,2
Hubble_Space_Telescope,77,22,89,9,69,13
James_Webb_Space_Telescope,86,22,88,17,80,5
Spitzer_Space_Telescope,86,14,91,11,67,3
Very_Large_Telescope,0,0,0,0,0,0
Wilkinson_Microwave_Anisotropy_Probe,87,23,84,19,100,4
Cerro_Tololo_Inter-American_Observatory,40,10,0,0,40,10
Mauna_Kea_Observatories,0,11,0,0,0,11
Mount_Wilson_Observatory,0,11,0,0,0,11
Palomar_Observatory,0,12,0,0,0,12
Astrometry,47,19,0,0,47,19
Cosmic_distance_ladder,100,1,0,0,100,1
Parallax,0,0,0,0,0,0
Astronomical_coordinate_systems,0,0,0,0,0,0
Declination,0,0,0,0,0,0
Right_ascension,0,0,0,0,0,0
Celestial_equator,0,0,0,0,0,0
Celestial_sphere,100,1,0,0,100,1
Equinox,0,0,0,0,0,0
Ecliptic,0,0,0,0,0,0
Horizon,0,0,0,0,0,0
Nadir,0,1,0,0,0,1
Solstice,0,0,0,0,0,0
Star_chart,0,0,0,0,0,0
Zenith,0,0,0,0,0,0
Zodiac,0,0,0,0,0,0
Constellation,25,4,0,0,25,4
Andromeda_(constellation),100,8,100,8,0,0
Aquarius_(constellation),100,11,100,11,0,0
Aquila_(constellation),100,11,100,11,0,0
Ara_(constellation),100,9,100,9,0,0
Aries_(constellation),0,0,0,0,0,0
Auriga,100,12,100,7,100,5
Boötes,100,19,100,11,100,8
Camelopardalis,100,17,100,10,100,7
Cancer_(constellation),100,8,100,8,0,0
Canes_Venatici,100,6,100,6,0,0
Canis_Major,100,6,100,6,0,0
Canis_Minor,100,6,100,6,0,0
Capricornus,100,11,100,7,100,4
Carina_(constellation),100,9,100,9,0,0
Cassiopeia_(constellation),100,7,100,7,0,0
Centaurus,100,15,100,11,100,4
Cepheus_(constellation),100,8,100,8,0,0
Cetus,100,13,100,9,100,4
Columba_(constellation),100,7,100,7,0,0
Coma_Berenices,100,7,100,7,0,0
Corona_Australis,100,6,100,6,0,0
Corona_Borealis,100,5,100,5,0,0
Corvus_(constellation),100,5,100,5,0,0
Crater_(constellation),100,7,100,7,0,0
Crux,100,5,100,4,100,1
Cygnus_(constellation),100,8,100,8,0,0
Delphinus,100,14,100,8,100,6
Draco_(constellation),100,10,100,10,0,0
Equuleus,89,9,100,5,75,4
Eridanus_(constellation),100,12,100,12,0,0
Gemini_(constellation),100,9,100,9,0,0
Hercules_(constellation),100,11,100,11,0,0
Hydra_(constellation),0,0,0,0,0,0
Lacerta,100,7,100,2,100,5
Leo_(constellation),100,11,100,11,0,0
Leo_Minor,100,7,100,7,0,0
Lepus_(constellation),0,0,0,0,0,0
Libra_(constellation),100,9,100,9,0,0
Lupus_(constellation),100,8,100,8,0,0
Lynx_(constellation),100,9,100,9,0,0
Lyra,100,10,100,6,100,4
Monoceros,100,14,100,9,100,5
Ophiuchus,100,8,100,2,100,6
Orion_(constellation),100,7,100,7,0,0
Pegasus_(constellation),100,11,100,11,0,0
Perseus_(constellation),100,9,100,9,0,0
Pisces_(constellation),100,8,100,8,0,0
Piscis_Austrinus,100,7,100,7,0,0
Puppis,100,16,100,10,100,6
Pyxis,100,8,100,6,100,2
Sagitta,100,10,100,6,100,4
Sagittarius_(constellation),100,12,100,12,0,0
Scorpius,100,14,100,9,100,5
Scutum,100,3,0,0,100,3
Serpens,100,13,100,13,0,0
Sextans,100,7,100,5,100,2
Taurus_(constellation),100,9,100,9,0,0
Triangulum,100,10,100,7,100,3
Triangulum_Australe,100,6,100,6,0,0
Ursa_Major,100,10,100,10,0,0
Ursa_Minor,100,3,100,3,0,0
Vela_(constellation),100,7,100,7,0,0
Virgo_(constellation),100,10,100,10,0,0
Vulpecula,100,14,100,8,100,6
Chinese_constellations,0,0,0,0,0,0
Vermilion_Bird,0,0,0,0,0,0
White_tiger_(disambiguation),0,0,0,0,0,0
Black_Tortoise,0,0,0,0,0,0
Azure_Dragon,0,0,0,0,0,0
Astronomical_object,0,0,0,0,0,0
Centaurus_A,0,0,0,0,0,0
Cygnus_X-1,0,0,0,0,0,0
Eta_Carinae,0,0,0,0,0,0
Halley's_Comet,100,8,0,0,100,8
Hyades_(star_cluster),100,1,0,0,100,1
Large_Magellanic_Cloud,0,0,0,0,0,0
Messier_87,100,1,0,0,100,1
Mira,0,0,0,0,0,0
Omega_Centauri,0,0,0,0,0,0
Orion_Nebula,0,0,0,0,0,0
Pleiades,100,1,0,0,100,1
Sagittarius_A*,100,1,0,0,100,1
Geosynchronous_orbit,0,0,0,0,0,0
Local_Group,0,0,0,0,0,0
Magellanic_Clouds,0,0,0,0,0,0
Milky_Way,75,4,0,0,75,4
Andromeda_Galaxy,100,1,0,0,100,1
Triangulum_Galaxy,0,0,0,0,0,0
Solar_System,100,5,0,0,100,5
Sun,86,14,0,0,86,14
Mercury_(planet),62,29,58,26,100,3
Venus,88,58,63,19,100,39
Earth,87,52,69,16,94,36
Moon,94,167,68,19,97,148
Mars,83,66,55,20,96,46
Deimos,0,0,0,0,0,0
Phobos,0,0,0,0,0,0
Asteroid_belt,0,0,0,0,0,0
Ceres_(dwarf_planet),100,2,0,0,100,2
Jupiter,82,17,62,8,100,9
Io_(moon),69,13,69,13,0,0
Europa_(moon),79,19,75,16,100,3
Ganymede_(moon),100,1,0,0,100,1
Callisto_(moon),0,0,0,0,0,0
Saturn,76,17,71,14,100,3
Enceladus,63,19,62,16,67,3
Titan_(moon),100,4,0,0,100,4
Uranus,71,21,65,17,100,4
Neptune,77,26,73,22,100,4
Triton_(moon),100,1,0,0,100,1
Pluto,74,27,68,19,88,8
Charon,0,0,0,0,0,0
Eris_(dwarf_planet),75,20,76,17,67,3
Makemake,82,11,82,11,0,0
Haumea,67,6,67,6,0,0
Kuiper_belt,100,3,0,0,100,3
Oort_cloud,100,2,0,0,100,2
PSR_B1257+12_B,71,7,71,7,0,0
51_Pegasi_b,65,17,65,17,0,0
Sirius,100,1,0,0,100,1
Canopus,0,0,0,0,0,0
Arcturus,100,1,0,0,100,1
Alpha_Centauri,0,0,0,0,0,0
Vega,0,0,0,0,0,0
Rigel,0,0,0,0,0,0
Procyon,0,0,0,0,0,0
Achernar,0,0,0,0,0,0
Betelgeuse,0,0,0,0,0,0
Capella,0,0,0,0,0,0
Altair,0,0,0,0,0,0
Aldebaran,0,0,0,0,0,0
Spica,0,0,0,0,0,0
Antares,100,1,0,0,100,1
Pollux_(star),0,0,0,0,0,0
Fomalhaut,100,1,0,0,100,1
Deneb,0,0,0,0,0,0
RR_Lyrae,0,0,0,0,0,0
Acrux,0,0,0,0,0,0
Beta_Centauri,0,0,0,0,0,0
Algol,100,1,0,0,100,1
Delta_Cephei,0,0,0,0,0,0
Polaris,25,4,0,0,25,4
3C_273,0,0,0,0,0,0
Crab_Nebula,100,2,0,0,100,2
Black_hole,75,16,0,0,75,16
Schwarzschild_radius,100,1,0,0,100,1
Supermassive_black_hole,100,2,0,0,100,2
Cosmic_ray,64,25,0,0,64,25
Dark_nebula,0,0,0,0,0,0
Galaxy,100,4,0,0,100,4
Galaxy_cluster,100,2,0,0,100,2
Galaxy_group,0,0,0,0,0,0
Supercluster,0,0,0,0,0,0
Great_Attractor,0,0,0,0,0,0
H_II_region,100,7,0,0,100,7
Interstellar_medium,67,3,0,0,67,3
Molecular_cloud,0,1,0,0,0,1
Nebula,0,0,0,0,0,0
Outer_space,25,8,0,0,25,8
Solar_wind,67,6,0,0,67,6
Star_cluster,100,2,0,0,100,2
Globular_cluster,100,1,0,0,100,1
Open_cluster,50,2,0,0,50,2
Stellar_association,100,1,0,0,100,1
Galaxy_morphological_classification,100,8,0,0,100,8
Dwarf_galaxy,100,15,0,0,100,15
Elliptical_galaxy,100,3,0,0,100,3
Irregular_galaxy,100,6,0,0,100,6
Lenticular_galaxy,100,13,0,0,100,13
Spiral_galaxy,100,5,0,0,100,5
Active_galactic_nucleus,80,5,0,0,80,5
Blazar,100,22,0,0,100,22
Quasar,94,16,0,0,94,16
Radio_galaxy,100,10,0,0,100,10
Seyfert_galaxy,100,11,0,0,100,11
Starburst_galaxy,100,4,0,0,100,4
Cosmology,49,102,0,0,49,102
Age_of_the_universe,0,0,0,0,0,0
Big_Bang,100,6,0,0,100,6
Cosmic_microwave_background,76,17,0,0,76,17
Dark_energy,73,15,0,0,73,15
Dark_matter,78,27,0,0,78,27
Formation_and_evolution_of_the_Solar_System,100,2,0,0,100,2
Galaxy_formation_and_evolution,56,9,0,0,56,9
Hubble's_law,100,3,0,0,100,3
Formation_and_evolution_of_the_Solar_System,100,2,0,0,100,2
Nebular_hypothesis,71,7,0,0,71,7
Redshift,100,2,0,0,100,2
Universe,100,2,0,0,100,2
Observable_universe,100,4,0,0,100,4
Wormhole,100,7,0,0,100,7
Star,0,3,0,0,0,3
Brown_dwarf,50,4,0,0,50,4
Habitable_zone,100,2,0,0,100,2
Gamma-ray_burst,86,7,0,0,86,7
Hertzsprung–Russell_diagram,100,2,0,0,100,2
Metallicity,0,0,0,0,0,0
Planetary_system,0,0,0,0,0,0
Stellar_classification,100,5,0,0,100,5
Stellar_evolution,100,1,0,0,100,1
Planetary_nebula,100,1,0,0,100,1
Star_formation,44,9,0,0,44,9
Main_sequence,0,0,0,0,0,0
Protostar,0,0,0,0,0,0
Red_giant,0,0,0,0,0,0
Giant_star,0,0,0,0,0,0
Supergiant,0,0,0,0,0,0
Wolf–Rayet_star,100,1,0,0,100,1
Compact_object,100,1,0,0,100,1
White_dwarf,100,2,0,0,100,2
Neutron_star,45,11,0,0,45,11
Stellar_black_hole,100,1,0,0,100,1
Stellar_kinematics,0,0,0,0,0,0
Stellar_magnetic_field,0,1,0,0,0,1
Stellar_nucleosynthesis,75,4,0,0,75,4
Stellar_rotation,0,0,0,0,0,0
Star_system,0,0,0,0,0,0
Binary_star,100,4,0,0,100,4
Circumstellar_disc,100,1,0,0,100,1
Variable_star,90,10,0,0,90,10
Cepheid_variable,0,0,0,0,0,0
Nova,100,1,0,0,100,1
Pulsar,73,15,0,0,73,15
Supernova,83,6,0,0,83,6
Celestial_mechanics,29,24,0,0,29,24
Eclipse,0,0,0,0,0,0
Lunar_eclipse,100,1,0,0,100,1
Solar_eclipse,100,2,0,0,100,2
Ephemeris,100,2,0,0,100,2
Epoch_(astronomy),0,0,0,0,0,0
Escape_velocity,0,0,0,0,0,0
Equatorial_coordinate_system,0,0,0,0,0,0
Gravity_assist,0,0,0,0,0,0
Kepler's_laws_of_planetary_motion,100,1,0,0,100,1
Lagrange_point,0,0,0,0,0,0
Natural_satellite,0,0,0,0,0,0
Orbit,55,11,0,0,55,11
Geostationary_orbit,100,1,0,0,100,1
Low_Earth_orbit,100,10,0,0,100,10
Orbital_elements,100,1,0,0,100,1
Orbital_eccentricity,0,0,0,0,0,0
Orbital_mechanics,43,7,0,0,43,7
Occultation,100,1,0,0,100,1
Two-body_problem,0,0,0,0,0,0
Azimuth,0,0,0,0,0,0
Global_Positioning_System,64,39,0,0,64,39
Satellite_navigation,89,62,0,0,89,62
Sidereal_time,0,0,0,0,0,0
Atomic_clock,100,4,0,0,100,4
Sextant,100,1,0,0,100,1
Physics,58,204,0,0,58,204
Energy,89,144,0,0,89,144
Mass–energy_equivalence,100,2,0,0,100,2
Matter,0,0,0,0,0,0
Radiation,80,20,0,0,80,20
Spacetime,100,1,0,0,100,1
Time,100,5,0,0,100,5
Planck_units,100,2,0,0,100,2
Planck_units,100,2,0,0,100,2
Vacuum,57,7,0,0,57,7
Theory_of_relativity,65,17,0,0,65,17
General_relativity,38,65,0,0,38,65
Special_relativity,71,7,0,0,71,7
Michelson–Morley_experiment,100,2,0,0,100,2
Physical_quantity,0,0,0,0,0,0
Theoretical_physics,22,85,0,0,22,85
Schrödinger's_cat,100,1,0,0,100,1
Time_travel,36,47,0,0,36,47
Quantum_field_theory,47,72,0,0,47,72
Quantum_mechanics,48,90,0,0,48,90
Quantum_entanglement,88,8,0,0,88,8
Uncertainty_principle,100,4,0,0,100,4
Schrödinger_equation,100,1,0,0,100,1
Wave_function,0,0,0,0,0,0
Wave–particle_duality,0,1,0,0,0,1
Mechanics,27,64,0,0,27,64
Classical_mechanics,60,15,0,0,60,15
Kinematic_pair,0,0,0,0,0,0
Conservation_of_energy,100,3,0,0,100,3
Force,0,0,0,0,0,0
Frame_of_reference,0,0,0,0,0,0
Inertia,0,3,0,0,0,3
Mass,0,0,0,0,0,0
Moment_of_inertia,0,0,0,0,0,0
Perpetual_motion,100,1,0,0,100,1
Gravity,45,20,0,0,45,20
Gravitational_constant,0,0,0,0,0,0
Kinematics,75,8,0,0,75,8
Kinetic_energy,67,3,0,0,67,3
Potential_energy,50,2,0,0,50,2
Density,0,0,0,0,0,0
Continuum_mechanics,23,13,0,0,23,13
Impulse_(physics),0,0,0,0,0,0
Momentum,20,5,0,0,20,5
Gyroscope,67,3,0,0,67,3
Motion,0,0,0,0,0,0
Acceleration,100,1,0,0,100,1
Newton's_laws_of_motion,100,1,0,0,100,1
Free_fall,50,4,0,0,50,4
Velocity,100,1,0,0,100,1
Rotation,75,4,0,0,75,4
Angular_momentum,0,1,0,0,0,1
Centrifugal_force,100,1,0,0,100,1
Centripetal_force,100,1,0,0,100,1
Coriolis_force,100,1,0,0,100,1
Newton's_law_of_universal_gravitation,100,1,0,0,100,1
Torque,0,1,0,0,0,1
Weight,100,1,0,0,100,1
Work_(physics),100,1,0,0,100,1
Length_contraction,100,2,0,0,100,2
Statics,100,2,0,0,100,2
Solid_mechanics,23,26,0,0,23,26
Strength_of_materials,40,5,0,0,40,5
Stress_(mechanics),0,0,0,0,0,0
Friction,100,4,0,0,100,4
Elastic_modulus,0,0,0,0,0,0
Elasticity_(physics),36,11,0,0,36,11
Hooke's_law,100,1,0,0,100,1
Plasticity_(physics),44,9,0,0,44,9
Stiffness,100,2,0,0,100,2
Butterfly_effect,100,2,0,0,100,2
Angular_velocity,0,0,0,0,0,0
Dynamics_(mechanics),0,1,0,0,0,1
Foucault_pendulum,100,1,0,0,100,1
Measurement,100,3,0,0,100,3
Measuring_instrument,89,9,0,0,89,9
Altimeter,0,0,0,0,0,0
Micrometer,0,0,0,0,0,0
Sensor,83,23,0,0,83,23
Spectrometer,0,1,0,0,0,1
Theodolite,100,2,0,0,100,2
Weighing_scale,100,5,0,0,100,5
Unit_of_measurement,0,0,0,0,0,0
Metric_system,100,2,0,0,100,2
International_System_of_Units,0,0,0,0,0,0
Metrology,53,19,0,0,53,19
Ruler,50,4,0,0,50,4
Pendulum,0,0,0,0,0,0
square_metre,0,0,0,0,0,0
Acre,100,41,0,0,100,41
Hectare,94,17,0,0,94,17
Angstrom,100,1,0,0,100,1
Foot_(unit),0,0,0,0,0,0
Inch,0,0,0,0,0,0
Metre,100,1,0,0,100,1
Mile,0,1,0,0,0,1
Nautical_mile,0,3,0,0,0,3
Yard,0,1,0,0,0,1
Second,100,2,0,0,100,2
Minute,0,0,0,0,0,0
Hour,0,0,0,0,0,0
Day,100,5,0,0,100,5
Week,100,1,0,0,100,1
Month,0,0,0,0,0,0
Year,0,0,0,0,0,0
Decade,0,0,0,0,0,0
Millennium,0,0,0,0,0,0
Gallon,0,0,0,0,0,0
Litre,15,59,0,0,15,59
Standard_atmosphere_(unit),0,0,0,0,0,0
